id,name,lat,lon,surveyed_ahd_m,elvis_ahd_m,difference_m,abs_difference_m,dem_resolution,relief_within_ring_m,reading,source,dataset
jondaryan_lagoon_crk,Jondaryan Park TM,-27.3688,151.5912,385.0,383.73,1.27,1.27,1m,,agrees,QLD Government,Toowoomba_2010_Rgn_SW_360000_6971000_1K_DEM_1m.tif
leeson_tm,Leeson Tm,-22.1782,142.758,168.4,167.14,1.26,1.26,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_garnet_al,Mt Garnet AL,-17.7047,145.1461,659.2,657.94,1.26,1.26,50cm,,agrees,DCCEEW,Herbert2018-DEM-GRID-0_5_3038041_55_0001_0001.tif
carpentaria_br_t,Carpentaria Br T,-18.7272,144.3125,484.6,485.84,-1.24,1.24,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
gordonvale_al,Gordonvale AL,-17.1011,145.7894,16.7,15.47,1.23,1.23,1m,,agrees,QLD Government,Cairns_2010_Prj_SW_371000_8108000_1K_DEM_1m.tif
glenaubyn_al,Glenaubyn AL,-26.5083,149.9483,384.7,385.91,-1.21,1.21,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
brabons_al,Brabons AL,-19.4772,146.6314,81.9,80.72,1.18,1.18,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
glen_allyn_al,Glen Allyn AL,-17.3808,145.6508,707.8,706.62,1.18,1.18,50cm,,agrees,Griffith Uni,Innisfail201308-DEM-GRID-50cm_3568077_55_0001_0001.tif
orange_spring_ck_wt,Orange (Spring Ck WTP),-33.3172,149.1073,898.6,897.42,1.18,1.18,5m,,agrees,NSW Government,Orange201308-PHO3-AHD_6966310_55_0002_0002_5m.tif
tuncester_leycester,Tuncester (Leycester Creek),-28.7967,153.2386,11.8,12.98,-1.18,1.18,1m,,agrees,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5236814_56_0001_0001.tif
mt_bohle_al,Mt Bohle AL,-19.2669,146.7044,8.1,6.94,1.16,1.16,50cm,,agrees,Griffith Uni,Townsville201804-DEM-GRID-50cm_4687869_55_0001_0001.tif
humeburn_al,Humeburn AL,-27.3984,145.2076,197.1,195.97,1.13,1.13,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
malboona_tm,Malboona Tm,-21.9332,143.56,251.8,252.9,-1.1,1.1,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
terania_ck,Terania Creek,-28.588,153.2989,212.1,213.18,-1.08,1.08,1m,,agrees,NSW Government,Lismore201707-LID1-AHD_5286836_56_0002_0002_1m.tif
upper_rudd_ck_ale,Upper Rudd Ck AL,-18.0394,144.8856,759.5,758.42,1.08,1.08,50cm,,agrees,Griffith Uni,Ingham201806-DEM-GRID-50cm_2768004_55_0001_0001.tif
glengallan_ck_ale,Glengallan Ck AL,-28.1167,152.0642,466.3,465.24,1.06,1.06,1m,,agrees,QLD Government,MaryvaletoGoomburra_2012_Rgn_SW_408000_6889000_1K_DEM_1m.tif
clearfield_old_tent,Clearfield (Old Tent,-29.1745,152.8775,74.0,72.97,1.03,1.03,2m,,agrees,NSW Government,Coaldale201707-LID2-AHD_4886772_56_0002_0002_2m.tif
kataughal_rd_black,Kataughal Rd (Black,-19.2817,146.5922,35.5,36.53,-1.03,1.03,1m,,agrees,QLD Government,Townsville_2009_Prj_SW_456000_7866000_2K_DEM_1m.tif
eidsvold_al,Eidsvold AL,-25.4022,151.1033,152.8,153.81,-1.01,1.01,1m,,agrees,QLD Government,Eidsvold_2011_Twn_SW_309000_7189000_1K_DEM_1m.tif
st_kilda_al,St Kilda AL,-25.0492,151.9217,103.5,104.51,-1.01,1.01,1m,,agrees,QLD Government,BundabergCentral_2009_Rgn_SW_390000_7228000_2K_DEM_1m.tif
mapleton_al,Mapleton AL,-26.6247,152.8664,392.7,393.7,-1.0,1.0,1m,,agrees,QLD Government,SunshineCoast_2014_LGA_SW_486000_7055000_1K_DEM_1m.tif
goulburn_pomeroy,Goulburn (Pomeroy),-34.6514,149.5024,688.5,689.49,-0.99,0.99,5m,,agrees,NSW Government,Gunning201503-PHO3-AHD_7286162_55_0002_0002_5m.tif
eugowra_town_mandag,Eugowra Town (Mandag,-33.4333,148.3833,275.8,274.82,0.98,0.98,1m,,agrees,NSW Government,Eugowra_202308_LID1_AHD_1m_1km_55_6286299.tif
cherrabah_al,Cherrabah AL,-28.4389,152.0947,709.3,710.25,-0.95,0.95,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
boondooma_rptr_al,Boondooma Repeater AL,-26.0942,151.4417,324.1,325.04,-0.94,0.94,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
wallaman_al,Wallaman AL,-18.4606,145.7383,709.2,710.14,-0.94,0.94,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_goonaneman_al,Mt Goonaneman AL,-25.4275,152.1172,651.6,652.53,-0.93,0.93,50cm,,agrees,Griffith Uni,Bundaberg201801-DEM-GRID-50cm_4117187_56_0001_0001.tif
mt_lawless_al,Mt Lawless AL,-25.545,151.655,93.0,92.07,0.93,0.93,1m,,agrees,QLD Government,BurnettRivWetheron_2014_Loc_SW_364000_7174000_1K_DEM_1m.tif
bromfleet_al,Bromfleet AL,-27.9108,153.1047,44.7,43.79,0.91,0.91,1m,,agrees,QLD Government,Logan_2021_GDA2020_LGA_SW_510000_6912500_500m_DEM_1m.tif
eton_vale_al,Eton Vale AL,-20.2933,147.6647,190.1,191.0,-0.9,0.9,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
millaroo_al,Millaroo AL,-19.9717,147.2508,40.4,41.29,-0.89,0.89,50cm,,agrees,QLD Government,Burdekin_River_North_2024_2025_Prj_SW_526000_7791500_500m_DEM_50cm.tif
bundi_rd_al,Bundi Rd AL,-26.0947,149.6225,293.1,293.96,-0.86,0.86,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
centenary_br_tm,Centenary Bridge TM,-27.8086,151.3632,378.8,377.94,0.86,0.86,1m,,agrees,QLD Government,Brookstead_2012_Twn_SW_338000_6922000_1K_DEM_1m.tif
mundubbera,Mundubbera,-25.5908,151.2986,133.9,134.76,-0.86,0.86,1m,,agrees,QLD Government,Mundubbera_2011_Twn_SW_329000_7168000_1K_DEM_1m.tif
gormans_gap_al,Gormans Gap AL,-27.6417,151.9844,660.7,661.55,-0.85,0.85,1m,,agrees,QLD Government,LockyerValleyNorth_2010_Rgn_SW_399000_6942000_1K_DEM_1m.tif
marco_street_al,Marco St AL,-17.5556,145.9556,132.8,133.64,-0.84,0.84,1m,,agrees,QLD Government,CassowaryCoast_2016_Prj_SW_389000_8058000_1K_DEM_1m.tif
harpers_crossing_ale,Harpers Crossing AL,-28.0278,152.6578,95.4,94.57,0.83,0.83,1m,,agrees,QLD Government,ScenicRim_2011_LGA_SW_466000_6899000_1K_DEM_1m.tif
murrays_br_al,Murrays Br AL,-28.2883,152.1053,460.3,459.48,0.82,0.82,1m,,agrees,QLD Government,SouthernDowns_2010_Rgn_SW_412000_6870000_1K_DEM_1m.tif
sandy_ck_rd_ale,Sandy Creek Road AL,-27.5711,152.1781,123.2,122.38,0.82,0.82,1m,,agrees,QLD Government,LockyerValleyNorth_2010_Rgn_SW_418000_6950000_1K_DEM_1m.tif
redbank_ck_tm,Redbank Ck Tm,-18.769,145.4051,467.2,468.0,-0.8,0.8,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
stillers_rd_al,Stillers Rd AL,-26.3642,150.2161,352.1,352.88,-0.78,0.78,1m,,agrees,QLD Government,Surat_CMA_2012_OGIA_SW_222000_7080000_1k_DEM_1m.tif
tamborine_al,Tamborine AL,-27.8647,153.1211,34.6,33.82,0.78,0.78,1m,,agrees,QLD Government,Logan_2023_LGA_SW_511000_6917000_1k_DEM_1m.tif
walker_ck_winton,Walker Ck (Winton,-21.0647,144.0169,274.0,273.22,0.78,0.78,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
belmore_river_entran,Belmore River Entrance,-31.0333,152.9417,2.9,3.64,-0.74,0.74,1m,,agrees,NSW Government,Kempsey201607-LID1-AHD_4946566_56_0002_0002_1m.tif
cambooya_hodgson_crk,Cambooya (Rolleston Park) TM,-27.706,151.862,465.9,465.18,0.72,0.72,1m,,agrees,QLD Government,Toowoomba_2015_Prj_SW_387000_6934000_1K_DEM_1m.tif
kinchela_ck_macl,Kinchela Creek (Macleay River),-30.9933,152.9883,1.8,2.52,-0.72,0.72,1m,,agrees,NSW Government,Macksville201607-LID1-AHD_4986570_56_0002_0002_1m.tif
parklands_al,Parklands AL,-27.6989,153.1925,7.3,6.58,0.72,0.72,1m,,agrees,QLD Government,Logan_2023_LGA_SW_518000_6936000_1k_DEM_1m.tif
kootingal_cockburn,Kootingal (Cockburn River),-31.083,151.033,410.1,409.39,0.71,0.71,5m,,agrees,NSW Government,Nundle201305-PHO3-AHD_3126558_56_0002_0002_5m.tif
mundubbera_al,Mundubbera AL,-25.5936,151.3,124.8,125.49,-0.69,0.69,1m,,agrees,QLD Government,Mundubbera_2011_Twn_SW_329000_7168000_1K_DEM_1m.tif
major_ck_al,Major Creek AL,-19.6689,147.025,33.6,34.26,-0.66,0.66,1m,,agrees,QLD Government,Burdekin_2011_Prj_SW_502000_7825000_1K_DEM_1m.tif
woodlands_rd_al,Woodlands Rd AL,-27.6281,152.3299,114.7,115.36,-0.66,0.66,1m,,agrees,QLD Government,LockyerValleyNorth_2010_Rgn_SW_433000_6943000_1K_DEM_1m.tif
mt_pleasant_al,Mt Pleasant AL,-20.2897,147.9019,189.8,189.15,0.65,0.65,50cm,,agrees,Griffith Uni,Proserpine201311-DEM-GRID-50cm_5947756_55_0001_0001.tif
gleneagle,Gleneagle,-18.1608,145.3422,573.7,573.07,0.63,0.63,50cm,,agrees,DCCEEW,Herbert1Lidar2020-DEM-0_5_3247991_55_0001_0001.tif
t_bar_test,T-Bar Test,-27.6553,151.6174,663.5,662.87,0.63,0.63,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
gambubal_rd_al,Gambubal Rd AL,-28.2758,152.3447,1042.4,1041.78,0.62,0.62,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_gravatt_lookout_a,Mt Gravatt Lookout AL,-27.5423,153.0732,188.4,189.02,-0.62,0.62,1m,,agrees,QLD Government,Brisbane_2014_LGA_SW_507000_6953000_1K_DEM_1m.tif
four_mile_al,Four Mile AL,-19.8647,146.7831,126.6,126.0,0.6,0.6,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bundamba_barclay_st,Bundamba (Barclay St) AL,-27.6203,152.8261,97.4,97.98,-0.58,0.58,1m,,agrees,QLD Government,Ipswich_2019_LGA_SW_482000_6944000_1k_DEM_1m.tif
terara_shoalhaven_r,Terara,-34.8708,150.6333,4.2,3.65,0.55,0.55,1m,,agrees,NSW Government,Kiama201104-LID1-AHD_2826138_56_0002_0002_1m.tif
aplin_weir_al,Aplin Weir AL,-19.3039,146.7803,7.0,6.46,0.54,0.54,1m,,agrees,QLD Government,Townsville_2018_Prj_SW_476000_7865000_1.0K_DEM_1m.tif
d_s_borenore_ck_mol,D/S Borenore Creek (Molong Ck),-33.1636,148.9597,619.7,619.17,0.53,0.53,5m,,agrees,NSW Government,Molong201403-PHO3-AHD_6826328_55_0002_0002_5m.tif
flagstone_ck_aler,Flagstone Ck AL,-27.6047,152.1325,152.9,153.43,-0.53,0.53,1m,,agrees,QLD Government,Lockyer_Valley_2022_LGA_SW_414000_6946000_1k_DEM_1m.tif
ben_avon_al,Ben Avon AL,-17.8072,145.325,661.5,662.0,-0.5,0.5,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
numinbah,Numinbah,-28.2703,153.2483,134.1,134.6,-0.5,0.5,2m,,agrees,NSW Government,Murwillumbah201709-LID2-AHD_5246872_56_0002_0002_2m.tif
mullumbimby_chincoga,Mullumbimby (Chincogan),-28.5212,153.4723,235.5,235.01,0.49,0.49,1m,,agrees,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5466844_56_0001_0001.tif
goltz_rd_al,Goltz Rd AL,-27.8658,152.1814,457.8,457.33,0.47,0.47,1m,,agrees,QLD Government,Lockyer_Valley_2022_LGA_SW_419000_6917000_1k_DEM_1m.tif
abergowrie_br_al,Abergowrie Bridge AL,-18.5144,146.0006,34.5,34.04,0.46,0.46,1m,,agrees,QLD Government,Hinchinbrook_2009_Prj_SW_394000_7952000_2K_DEM_1m.tif
fanning_river_dotsw,Fanning River (Dotsw,-19.7336,146.4278,271.2,270.76,0.44,0.44,50cm,,agrees,Griffith Uni,ChartersTowers201310-DEM-GRID-50cm_4407817_55_0001_0001.tif
kilmoylar_rd_al,Kilmoylar Rd AL,-27.84,152.9347,31.5,31.06,0.44,0.44,1m,,agrees,QLD Government,Logan_2017_LGA_SW_493500_6920500_0.5K_DEM_1m.tif
haughton_river_flin,Haughton River (Flin,-19.8354,146.6893,153.5,153.07,0.43,0.43,50cm,,agrees,Griffith Uni,ChartersTowers201310-DEM-GRID-50cm_4677806_55_0001_0001.tif
mareeba_al,Mareeba AL,-17.0022,145.4292,398.0,397.57,0.43,0.43,1m,,agrees,QLD Government,Mareeba_2011_Twn_SW_332000_8119000_1K_DEM_1m.tif
whiteway_rd_al,Whiteway Rd AL,-27.5972,152.3456,97.0,96.57,0.43,0.43,1m,,agrees,QLD Government,LockyerValleyNorth_2010_Rgn_SW_435000_6947000_1K_DEM_1m.tif
whiteway_rd_overflow,Whiteway Rd Overflow AL,-27.5972,152.3456,97.0,96.57,0.43,0.43,1m,,agrees,QLD Government,LockyerValleyNorth_2010_Rgn_SW_435000_6947000_1K_DEM_1m.tif
fifteen_mile_al,Fifteen Mile AL,-27.3986,152.0731,482.6,482.18,0.42,0.42,1m,,agrees,QLD Government,Lockyer_Valley_2022_LGA_SW_408000_6969000_1k_DEM_1m.tif
parkville_kingdon_p,Parkville,-31.9583,150.8567,248.0,247.58,0.42,0.42,5m,,agrees,NSW Government,Murrurundi201111-PHO3-AHD_2966462_56_0002_0002_5m.tif
nettlefield_al,Nettlefield AL,-19.5822,146.6953,133.6,134.0,-0.4,0.4,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
sutherland_al,Sutherland AL,-20.7149,148.1503,251.6,252.0,-0.4,0.4,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bottle_tree_al,Bottle Tree AL,-26.8,150.4322,384.4,384.01,0.39,0.39,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
hinterland_way_at_ne,Hinterland Way at Ne,-28.7602,153.5339,112.7,112.34,0.36,0.36,1m,,agrees,NSW Government,Ballina201006-LID1-AHD_5526818_56_0002_0002_1m.tif
kingscliff_sewerage,Kingscliff WWTP,-28.256,153.548,2.8,3.13,-0.33,0.33,1m,,agrees,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5536874_56_0001_0001.tif
kirby_tm,Kirby Tm,-21.9589,141.4817,244.7,245.0,-0.3,0.3,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
abercorn_al,Abercorn AL,-25.1292,151.1306,199.3,199.59,-0.29,0.29,1m,,agrees,QLD Government,Abercorn_2011_Twn_SW_311000_7219000_1K_DEM_1m.tif
blaxland_al,Blaxland AL,-27.1892,151.3378,350.1,350.37,-0.27,0.27,1m,,agrees,QLD Government,Kaimkillenbun_2012_Twn_SW_335000_6991000_1K_DEM_1m.tif
limevale_tm,Limevale TM,-28.725,151.1843,319.6,319.87,-0.27,0.27,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
black_weir_al,Black Weir AL,-19.3164,146.735,18.5,18.24,0.26,0.26,1m,,agrees,QLD Government,Townsville_2009_Ctl_SW_472000_7864000_1K_DEM_1m.tif
kooralbyn_br_ale,Kooralbyn Bridge AL,-28.0925,152.8514,91.0,91.25,-0.25,0.25,1m,,agrees,QLD Government,ScenicRim_2011_LGA_SW_485000_6892000_1K_DEM_1m.tif
alick_ck_rwr_tm,Alick Ck Rwr TM,-21.1832,142.921,205.2,204.96,0.24,0.24,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
clare_al,Clare AL,-19.7586,147.2436,28.5,28.27,0.23,0.23,1m,,agrees,QLD Government,Burdekin_2009_Rgn_SW_524000_7814000_2K_DEM_1m.tif
laheys_lookout_al,Laheys Lookout AL,-27.9972,153.1825,550.2,549.97,0.23,0.23,1m,,agrees,QLD Government,ScenicRim_2011_LGA_SW_517000_6903000_1K_DEM_1m.tif
tully_al,Tully AL,-17.9353,145.9231,22.8,23.03,-0.23,0.23,1m,,agrees,QLD Government,CassowaryCoast_2009_Ctl_SW_385000_8016000_1K_DEM_1m.tif
lorraine_tm,Lorraine Tm,-22.5203,143.5011,251.7,251.92,-0.22,0.22,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_walsh_al,Mt Walsh AL,-25.5972,152.0936,168.6,168.39,0.21,0.21,50cm,,agrees,Griffith Uni,Bundaberg201801-DEM-GRID-50cm_4087168_56_0001_0001.tif
mcgarrigal_rd_al,McGarrigal Rd AL,-27.6969,152.3703,124.6,124.4,0.2,0.2,1m,,agrees,QLD Government,Ipswich_2019_LGA_SW_437000_6936000_1k_DEM_1m.tif
bilambil_heights_ma,Marana St Reservoir,-28.216,153.478,156.4,156.57,-0.17,0.17,1m,,agrees,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5466878_56_0001_0001.tif
harrisons_rd_al,Harrisons Rd AL,-28.2583,152.0925,456.7,456.87,-0.17,0.17,1m,,agrees,QLD Government,SouthernDowns_2010_Rgn_SW_410000_6873000_1K_DEM_1m.tif
grandchester_al,Grandchester AL,-27.6631,152.4611,86.8,86.96,-0.16,0.16,1m,,agrees,QLD Government,Ipswich_2023_LGA_SW_446000_6940000_1k_DEM_1m.tif
lava_plains_rd_tm,Lava Plains Rd Tm,-18.49,144.7976,696.9,696.74,0.16,0.16,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
rockside_mt_al,Rockside Mt AL,-27.7167,152.3106,419.1,419.24,-0.14,0.14,1m,,agrees,QLD Government,Lockyer_Valley_2022_LGA_SW_432000_6933000_1k_DEM_1m.tif
canobolas_hillview,Canobolas (Hillview),-33.303,149.0474,980.6,980.47,0.13,0.13,5m,,agrees,NSW Government,Orange201308-PHO3-AHD_6906312_55_0002_0002_5m.tif
toorak_research_stat,Toorak Research Stat,-21.0314,141.8003,149.2,149.07,0.13,0.13,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
scone_kingdon_ponds,Scone (Kingdon Ponds),-32.05,150.8528,203.2,203.08,0.12,0.12,2m,,agrees,NSW Government,Muswellbrook201711-LID2-AHD_2966452_56_0002_0002_2m.tif
mt_nebo_al,Mt Nebo AL,-27.3955,152.7822,454.5,454.61,-0.11,0.11,1m,,agrees,QLD Government,MoretonBay_2014_LGA_SW_478000_6969000_1K_DEM_1m.tif
bendemeer_tm,Bendemeer TM,-21.9143,142.3804,171.5,171.6,-0.1,0.1,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bullamalita,Bullamalita,-34.897,149.774,693.8,693.7,0.1,0.1,5m,,agrees,NSW Government,Goulburn201312-PHO3-AHD_7526134_55_0002_0002_5m.tif
cannonvale_al,Cannonvale AL,-20.2814,148.685,39.0,39.1,-0.1,0.1,50cm,,agrees,Griffith Uni,Proserpine201311-DEM-GRID-50cm_6757756_55_0001_0001.tif
woodlands_al,Woodlands AL,-19.4844,146.7694,48.1,48.0,0.1,0.1,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
tinaroo_ck_tm,Tinaroo Ck Tm,-17.0956,145.5217,647.9,647.99,-0.09,0.09,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
brdwater_br_r,BRdwater Br (R,-29.0134,153.4311,4.6,4.67,-0.07,0.07,1m,,agrees,NSW Government,Woodburn201006-LID1-AHD_5406790_56_0002_0002_1m.tif
lake_cathie_sewerag,Lake Cathie (Sewerag,-31.5797,152.8381,8.5,8.44,0.06,0.06,1m,,agrees,NSW Government,CamdenHaven201205-LID1-AHD_4846506_56_0002_0002_1m.tif
churchill_al,Churchill AL,-27.6335,152.754,23.3,23.25,0.05,0.05,1m,,agrees,QLD Government,Ipswich_2014_LGA_SW_475000_6943000_1K_DEM_1m.tif
hamilton_river_stati,Hamilton River Stati,-22.7727,140.6373,164.1,164.13,-0.03,0.03,1 Second,,agrees,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
maclean_br_al,Maclean Bridge AL,-27.7864,153.0161,22.5,22.53,-0.03,0.03,1m,,agrees,QLD Government,Logan_2013_LGA_SW_501000_6926000_1K_DEM_1m.tif
burncluith_br_al,Burncluith Bridge AL,-26.6717,150.7206,314.5,314.48,0.02,0.02,1m,,agrees,QLD Government,Surat_CMA_2012_OGIA_SW_273000_7047000_1k_DEM_1m.tif
