LICENCE_NO,CLIENT_NO,SV_ID,SS_ID,LICENCE_TYPE_NAME,LICENCE_CATEGORY_NAME,DATE_ISSUED,DATE_OF_EFFECT,DATE_OF_EXPIRY,STATUS,STATUS_TEXT,AP_ID,AP_PRJ_IDENT,SHIP_NAME,BSL_NO,AWL_TYPE
1968742/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293728,1148302_App_Sub_007163,,,
1968743/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-28,2026-01-28,2027-02-01,1,Granted,11293729,1148302_App_Sub_007163,,,
1968886/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9740115,,,,
1969606/1,48609,3,308,Land Mobile,Paging System - Interior,2026-08-31,2026-08-31,2027-09-08,1,Granted,9812175,,,,
1969961/1,1144665,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-06-25,2025-06-25,2026-06-30,10,Expired,9782342,,,,
1969962/1,1144665,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-06-25,2025-06-25,2026-06-30,10,Expired,9782343,,,,
1970331/1,62687,3,303,Land Mobile,CBRS Repeater,2026-01-13,2026-01-13,2027-09-07,1,Granted,9782481,,,,
1970534/1,20012824,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-17,2025-11-17,2026-11-26,1,Granted,9782558,,,,
1970987/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9741017,,,,
1971315/2,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,10070564,1148302_002013,,,
1971907/1,85149,2,203,Fixed,Point to Point,2026-01-27,2026-01-27,2027-02-01,1,Granted,9741499,,,,
1972474/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9741822,,,,
1972580/1,20013683,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-30,2026-07-30,2026-11-05,1,Granted,9783217,,,,
1972581/1,20013683,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-30,2026-07-30,2026-11-05,1,Granted,9783218,,,,
1972582/1,20013683,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-30,2026-07-30,2026-11-05,1,Granted,9783219,,,,
1972676/1,1140609,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-26,1,Granted,9783252,,,,
1972677/1,1140609,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-26,1,Granted,9783253,,,,
1972707/1,82694,2,203,Fixed,Point to Point,2025-11-26,2025-11-26,2026-12-01,1,Granted,9741911,,,,
1972708/1,82694,2,203,Fixed,Point to Point,2025-11-26,2025-11-26,2026-12-01,1,Granted,9741913,,,,
1972906/1,107618,2,203,Fixed,Point to Point,2025-10-17,2025-10-17,2026-10-07,1,Granted,9809916,,,,
1973387/1,1401916,2,203,Fixed,Point to Point,2026-08-24,2026-08-24,2027-09-30,1,Granted,9807385,,,,
1973491/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9783581,,,,
1973492/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9783582,,,,
1973493/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9783583,,,,
1973494/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9783584,,,,
1975599/1,82694,2,203,Fixed,Point to Point,2025-11-26,2025-11-26,2026-12-01,1,Granted,9743381,,,,
1975600/1,82694,2,203,Fixed,Point to Point,2025-11-26,2025-11-26,2026-12-01,1,Granted,9743383,,,,
1975812/1,1401916,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-08-24,2026-08-24,2027-09-30,1,Granted,9807401,,,,
1975813/1,1401916,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-08-24,2026-08-24,2027-09-30,1,Granted,9807402,,,,
1975814/1,1401916,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-08-24,2026-08-24,2027-09-30,1,Granted,9807403,,,,
1975934/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9784459,,,,
1976487/1,86643,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-12-22,2025-12-22,2027-01-05,1,Granted,9784652,,,,
1976743/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9743930,,,,
1976744/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9743932,,,,
1976745/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9743934,,,,
1976748/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9743940,,,,
1977150/1,20004308,3,308,Land Mobile,Paging System - Interior,2026-05-19,2026-05-19,2027-06-26,1,Granted,9784880,,,,
1977188/1,70610,2,200,Fixed,Point to Multipoint,2026-03-30,2026-03-30,2027-03-31,1,Granted,9744164,,,,
1977299/1,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-04-26,2024-04-26,2029-02-03,1,Granted,9648539,,,,
1977300/1,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-04-26,2024-04-26,2029-02-03,1,Granted,9648542,,,,
1977304/1,60974,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-11,2026-02-11,2027-03-01,1,Granted,9784940,,,,
1977343/1,401054,2,203,Fixed,Point to Point,2026-06-19,2026-06-19,2027-06-30,1,Granted,9744217,,,,
1977416/1,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-04-26,2024-04-26,2029-02-03,1,Granted,9648566,,,,
1977417/1,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-04-26,2024-04-26,2029-02-03,1,Granted,9648569,,,,
1977418/2,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-04-26,2024-04-26,2029-02-03,1,Granted,10222848,1148302_004164,,,
1977419/2,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-04-26,2024-04-26,2029-02-03,1,Granted,10222847,1148302_004164,,,
1977420/1,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-04-26,2024-04-26,2029-02-03,1,Granted,9648578,,,,
1977421/1,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-04-26,2024-04-26,2029-02-03,1,Granted,9648580,,,,
1977428/1,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-04-19,2024-04-19,2029-01-31,1,Granted,9648586,,,,
1977429/1,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-04-19,2024-04-19,2029-01-31,1,Granted,9648589,,,,
1977432/1,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-04-19,2024-04-19,2029-01-31,1,Granted,9648598,,,,
1977433/1,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-04-19,2024-04-19,2029-01-31,1,Granted,9648601,,,,
1977434/1,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-04-19,2024-04-19,2029-01-31,1,Granted,9648604,,,,
1977435/1,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-04-19,2024-04-19,2029-01-31,1,Granted,9648606,,,,
1977561/1,1401916,2,203,Fixed,Point to Point,2026-08-24,2026-08-24,2027-09-30,1,Granted,9807413,,,,
1978058/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9744541,,,,
1979227/1,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-04-26,2024-04-26,2029-02-03,1,Granted,9648765,,,,
1979228/1,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-04-26,2024-04-26,2029-02-03,1,Granted,9648767,,,,
1979313/1,1401916,2,203,Fixed,Point to Point,2026-08-24,2026-08-24,2027-09-30,1,Granted,9807423,,,,
1979438/1,1424647,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-20,2026-04-20,2027-04-22,1,Granted,9785642,,,,
1980257/2,20039815,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-20,2026-02-20,2027-03-23,1,Granted,10622133,,,,
1980258/2,20039815,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-20,2026-02-20,2027-03-23,1,Granted,10622134,,,,
1980259/3,20039815,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-20,2026-02-20,2027-03-23,1,Granted,10725730,20038343_vary_LMS_RCS359,,,
1980260/2,20039815,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-20,2026-02-20,2027-03-23,1,Granted,10622136,,,,
1980261/2,20039815,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-20,2026-02-20,2027-03-23,1,Granted,10622137,,,,
1980262/2,20039815,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-20,2026-02-20,2027-03-23,1,Granted,10622138,,,,
1980263/2,20039815,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-20,2026-02-20,2027-03-23,1,Granted,10622139,,,,
1980268/2,20039815,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-20,2026-02-20,2027-03-23,1,Granted,10622143,,,,
1980269/2,20039815,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-20,2026-02-20,2027-03-23,1,Granted,10622144,,,,
1980270/2,20039815,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-20,2026-02-20,2027-03-23,1,Granted,10622145,,,,
1980271/2,20039815,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-20,2026-02-20,2027-03-23,1,Granted,10622146,,,,
1980272/2,20039815,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-20,2026-02-20,2027-03-23,1,Granted,10622147,,,,
1980779/1,510769,2,203,Fixed,Point to Point,2026-08-27,2026-08-27,2027-09-30,1,Granted,9839474,,,,
1980780/1,510769,2,203,Fixed,Point to Point,2026-08-27,2026-08-27,2027-09-30,1,Granted,9839475,,,,
1980781/1,510769,2,203,Fixed,Point to Point,2026-08-27,2026-08-27,2027-09-30,1,Granted,9839476,,,,
1980793/1,20007586,2,203,Fixed,Point to Point,2026-02-20,2026-02-20,2027-03-31,1,Granted,9746145,,,,
1980794/1,20007586,2,203,Fixed,Point to Point,2026-02-20,2026-02-20,2027-03-31,1,Granted,9746147,,,,
1980798/1,510769,2,203,Fixed,Point to Point,2026-08-27,2026-08-27,2027-09-30,1,Granted,9746156,,,,
1981100/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9648925,,,,
1981102/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9648931,,,,
1981130/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9786252,,,,
1981131/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9786253,,,,
1981132/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9786254,,,,
1981133/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9786255,,,,
1981134/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9786256,,,,
1981135/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9786257,,,,
1981136/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9786258,,,,
1981414/2,1423905,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-13,2026-05-13,2026-11-11,1,Granted,13029967,20025735_260209,,,
1981664/1,1423905,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-11,2025-11-11,2026-11-12,1,Granted,9786506,,,,
1982031/1,102634,3,302,Land Mobile,Ambulatory System,2025-11-24,2025-11-24,2026-12-01,1,Granted,9786625,,,,
1982131/1,79601,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854531,,,,
1982132/1,79601,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854532,,,,
1982138/1,79601,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854538,,,,
1982139/1,79601,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854539,,,,
1982140/1,79601,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854540,,,,
1982330/1,85149,2,203,Fixed,Point to Point,2026-01-02,2026-01-02,2027-01-08,1,Granted,9746909,,,,
1982808/1,20017373,2,203,Fixed,Point to Point,2026-01-01,2026-01-01,2027-02-09,1,Granted,9747123,,,,
1982809/1,20017373,2,203,Fixed,Point to Point,2026-01-01,2026-01-01,2027-02-09,1,Granted,9747125,,,,
1983304/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9649206,,,,
1983468/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9786977,,,,
1983469/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9786978,,,,
1983914/1,20012320,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-09,2026-06-09,2027-07-07,1,Granted,9787145,,,,
1983915/1,20012320,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-09,2026-06-09,2027-07-07,1,Granted,9787146,,,,
1983916/1,20012320,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-09,2026-06-09,2027-07-07,1,Granted,9787147,,,,
1984756/1,49365,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-21,2026-05-21,2027-06-30,1,Granted,9787498,,,,
1984906/1,85149,2,203,Fixed,Point to Point,2026-02-17,2026-02-17,2027-02-25,1,Granted,9748262,,,,
1985318/1,20017363,2,203,Fixed,Point to Point,2026-02-26,2026-02-26,2027-04-06,1,Granted,9748458,,,,
1985320/1,20017363,2,203,Fixed,Point to Point,2026-02-26,2026-02-26,2027-04-06,1,Granted,9748460,,,,
1985703/1,59938,2,203,Fixed,Point to Point,2025-09-25,2025-09-25,2026-09-22,1,Granted,9852345,,,,
1986157/1,20017373,2,203,Fixed,Point to Point,2026-05-03,2026-05-03,2027-06-11,1,Granted,9817642,,,,
1986401/2,439072,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11153691,20038343_vary_LMS_RCS391_1,,,
1986402/2,439072,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11153692,20038343_vary_LMS_RCS391_2,,,
1986403/1,439072,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,9788191,,,,
1986404/2,439072,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11154016,20038343_vary_LMS_RCS391_3,,,
1986405/2,439072,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11169619,20038343_vary_LMS_RCS389_central_resub,,,
1986551/1,20011310,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-07-21,2025-07-21,2026-12-04,1,Granted,9788256,,,,
1986566/1,20020218,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-18,2026-03-18,2027-03-31,1,Granted,9788260,,,,
1987040/2,20062681,5,501,Maritime Coast,Limited Coast Assigned System,2026-05-08,2026-05-08,2027-06-17,1,Granted,13020606,,,,
1987142/1,5832,3,307,Land Mobile,Paging System - Exterior,2026-05-20,2026-05-20,2027-06-29,1,Granted,9788550,,,,
1987252/2,1149151,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-25,2026-05-25,2027-05-31,1,Granted,10306324,20030429_LMS_VAR_QR19_7,,,
1987368/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9788686,,,,
1987369/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9788687,,,,
1987370/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9788688,,,,
1987371/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9788689,,,,
1987372/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9788690,,,,
1987373/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9788691,,,,
1987374/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9788692,,,,
1987375/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9788693,,,,
1987543/1,20010808,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-16,2026-07-16,2027-07-24,1,Granted,9788764,,,,
1987550/3,84379,2,203,Fixed,Point to Point,2026-08-16,2026-08-16,2027-08-31,1,Granted,11690423,20016317_JSMFAC9655,,,
1987654/1,1142834,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-12,2025-09-12,2026-10-19,1,Granted,9788836,,,,
1987655/1,1142834,2,203,Fixed,Point to Point,2025-09-12,2025-09-12,2026-10-19,1,Granted,9749847,,,,
1987797/1,1147832,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-29,2026-04-29,2027-05-06,1,Granted,9788900,,,,
1987799/1,1147832,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-29,2026-04-29,2027-05-06,1,Granted,9788901,,,,
1987800/1,1147832,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-29,2026-04-29,2027-05-06,1,Granted,9788902,,,,
1987801/1,1147832,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-29,2026-04-29,2027-05-06,1,Granted,9788903,,,,
1987802/1,1147832,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-29,2026-04-29,2027-05-06,1,Granted,9788904,,,,
1987803/1,1147832,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-29,2026-04-29,2027-05-06,1,Granted,9788905,,,,
1987804/1,1147832,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-29,2026-04-29,2027-05-06,1,Granted,9788906,,,,
1987805/1,1147832,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-29,2026-04-29,2027-05-06,1,Granted,9788907,,,,
1988358/9,1136980,10,125,PTS,PMTS Class B,2026-07-30,2026-07-30,2027-08-17,1,Granted,13036622,1141877_Digicomm-TPG_PTS2100_220526-6B,,,
1988401/1,20004872,3,308,Land Mobile,Paging System - Interior,2026-04-24,2026-04-24,2027-04-30,1,Granted,9789224,,,,
1988402/1,20004872,3,307,Land Mobile,Paging System - Exterior,2026-04-24,2026-04-24,2027-04-30,1,Granted,9789225,,,,
1988751/2,20026788,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-10,2026-06-10,2027-06-19,1,Granted,9885116,,,,
1989295/1,41389,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-23,2026-07-23,2027-09-01,1,Granted,9789728,,,,
1989440/2,20056117,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-06-25,2025-06-25,2027-06-28,1,Granted,12138700,,,,
1989904/1,1144661,2,203,Fixed,Point to Point,2026-06-22,2026-06-22,2027-06-18,1,Granted,9750906,,,,
1990127/3,20017373,2,203,Fixed,Point to Point,2026-07-15,2026-07-15,2027-08-23,1,Granted,9903529,20019387_B0861-B0860_20160209_v1,,,
1990166/2,1140096,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-15,2026-07-15,2027-07-14,1,Granted,10232074,,,,
1990167/2,1140096,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-15,2026-07-15,2027-07-14,1,Granted,10232075,,,,
1990168/2,1140096,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-15,2026-07-15,2027-07-14,1,Granted,10232076,,,,
1990169/2,1140096,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-15,2026-07-15,2027-07-14,1,Granted,10232077,,,,
1990170/2,1140096,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-15,2026-07-15,2027-07-14,1,Granted,10232078,,,,
1990171/2,1140096,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-15,2026-07-15,2027-07-14,1,Granted,10232079,,,,
1990172/2,1140096,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-15,2026-07-15,2027-07-14,1,Granted,10232080,,,,
1990173/2,1140096,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-15,2026-07-15,2027-07-14,1,Granted,10232081,,,,
1990174/2,1140096,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-15,2026-07-15,2027-07-14,1,Granted,10232082,,,,
1990175/2,1140096,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-15,2026-07-15,2027-07-14,1,Granted,10232083,,,,
1990812/1,521072,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9751508,,,,
347666/1,243342,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-23,2026-04-23,2027-04-24,1,Granted,9678571,,,,
356179/3,1419950,6,602,Amateur,Amateur Repeater,2025-10-14,2025-10-14,2026-10-11,1,Granted,10335982,,,,
361175/1,1445006,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-04,2026-03-04,2027-03-17,1,Granted,9678808,,,,
361967/1,270141,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-21,2026-05-21,2027-06-30,1,Granted,9679146,,,,
361971/1,270141,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-21,2026-05-21,2027-06-30,1,Granted,9679148,,,,
362235/1,123718,5,501,Maritime Coast,Limited Coast Assigned System,2025-10-13,2025-10-13,2026-11-22,1,Granted,9636704,,,,
362236/1,123718,5,501,Maritime Coast,Limited Coast Assigned System,2025-10-13,2025-10-13,2026-11-22,1,Granted,9636707,,,,
388241/1,293206,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-26,2026-06-26,2027-06-30,1,Granted,9679850,,,,
388294/1,1142879,3,308,Land Mobile,Paging System - Interior,2025-11-06,2025-11-06,2026-11-09,1,Granted,9679860,,,,
399830/1,324293,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-11,2026-02-11,2027-03-01,1,Granted,9680121,,,,
404436/1,336877,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-22,2026-06-22,2027-07-31,1,Granted,9680394,,,,
404437/1,336877,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-22,2026-06-22,2027-07-31,1,Granted,9680396,,,,
404438/1,336877,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-22,2026-06-22,2027-07-31,1,Granted,9680398,,,,
404439/1,336877,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-22,2026-06-22,2027-07-31,1,Granted,9680400,,,,
411325/1,362205,5,501,Maritime Coast,Limited Coast Assigned System,2025-10-14,2025-10-14,2026-11-11,1,Granted,9637081,,,,
416010/1,379679,3,308,Land Mobile,Paging System - Interior,2025-11-12,2025-11-12,2026-11-19,1,Granted,9680714,,,,
419001/1,388462,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-10,2026-03-10,2027-04-15,1,Granted,9680880,,,,
433505/1,435100,2,203,Fixed,Point to Point,2025-09-12,2025-09-12,2026-09-23,1,Granted,9844943,,,,
433507/1,435100,2,203,Fixed,Point to Point,2025-09-12,2025-09-12,2026-09-23,1,Granted,9844944,,,,
433543/1,435100,18,181,Radiodetermination,Radiodetermination,2025-09-12,2025-09-12,2026-09-23,1,Granted,9844969,,,,
433712/1,435100,2,203,Fixed,Point to Point,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845018,,,,
433713/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845019,,,,
433714/1,435100,2,203,Fixed,Point to Point,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845020,,,,
433715/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845021,,,,
433716/1,435100,2,203,Fixed,Point to Point,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845022,,,,
433717/1,435100,2,203,Fixed,Point to Point,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845023,,,,
433718/1,435100,2,203,Fixed,Point to Point,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845024,,,,
433719/1,435100,2,203,Fixed,Point to Point,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845025,,,,
433726/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845030,,,,
433771/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845036,,,,
433844/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845072,,,,
433855/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845073,,,,
433870/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845074,,,,
433887/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845077,,,,
433890/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845078,,,,
433891/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845079,,,,
433892/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845080,,,,
433911/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845087,,,,
433954/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845097,,,,
433955/1,435100,2,203,Fixed,Point to Point,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845098,,,,
433963/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845099,,,,
433974/1,435100,2,203,Fixed,Point to Point,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845103,,,,
433987/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845109,,,,
433988/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845110,,,,
433989/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845111,,,,
434037/1,435100,5,501,Maritime Coast,Limited Coast Assigned System,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845125,,,,
435158/3,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11648828,1130096_RD382AC,,,
