LICENCE_NO,CLIENT_NO,SV_ID,SS_ID,LICENCE_TYPE_NAME,LICENCE_CATEGORY_NAME,DATE_ISSUED,DATE_OF_EFFECT,DATE_OF_EXPIRY,STATUS,STATUS_TEXT,AP_ID,AP_PRJ_IDENT,SHIP_NAME,BSL_NO,AWL_TYPE
1145837/1,82694,2,203,Fixed,Point to Point,2025-11-26,2025-11-26,2026-12-01,1,Granted,9685019,,,,
1146027/1,59938,5,501,Maritime Coast,Limited Coast Assigned System,2025-09-25,2025-09-25,2026-09-22,1,Granted,9852112,,,,
1146028/1,59938,5,501,Maritime Coast,Limited Coast Assigned System,2025-09-25,2025-09-25,2026-09-22,1,Granted,9852113,,,,
11470924/1,8129031,2,203,Fixed,Point to Point,2025-10-22,2025-10-22,2026-11-30,1,Granted,11470984,1130105_NBN_AP_37_191221,,,
1147962/2,1149151,2,201,Fixed,Point to Multipoint - Land Mobile Spec,2026-05-25,2026-05-25,2027-05-31,1,Granted,10065753,1143026_QR09_3-3,,,
1148009/1,56398,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-26,2025-11-26,2026-12-11,1,Granted,9693826,,,,
11480288/1,8129031,2,203,Fixed,Point to Point,2025-10-22,2025-10-22,2026-11-30,1,Granted,11480399,1130105_NBN_AP_39_211221,,,
1148632/1,76441,3,302,Land Mobile,Ambulatory System,2025-10-24,2025-10-24,2026-11-24,1,Granted,9694001,,,,
1148747/2,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,12184000,20016317_JSMFAC11876,,,
11491674/1,20014348,2,203,Fixed,Point to Point,2025-12-18,2025-12-18,2026-12-22,1,Granted,11491986,1148302_App_Sub_008006,,,
11492864/1,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-06-21,2024-06-21,2029-06-26,1,Granted,11505318,1148302_App_Sub_008013,,,
11492866/1,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-06-21,2024-06-21,2029-06-26,1,Granted,11505327,1148302_App_Sub_008013,,,
1149295/1,1139904,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-17,2026-04-17,2027-05-08,1,Granted,9694207,,,,
1149753/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845187,,,,
1150310/1,1103909,1,107,Broadcasting,National Broadcasting,2025-10-22,2025-10-22,2026-11-30,1,Granted,10011546,,,,
1150318/1,1103909,1,107,Broadcasting,National Broadcasting,2025-10-22,2025-10-22,2026-11-30,1,Granted,10011552,,,,
1150324/1,1103909,1,107,Broadcasting,National Broadcasting,2025-10-22,2025-10-22,2026-11-30,1,Granted,10011553,,,,
1150328/1,1103909,1,107,Broadcasting,National Broadcasting,2025-10-22,2025-10-22,2026-11-30,1,Granted,10011557,,,,
1151090/1,52399,1,105,Broadcasting,Narrowcasting Service (LPON),2025-10-03,2025-10-03,2026-10-16,1,Granted,9635556,,,,
115163/1,58050,5,502,Maritime Coast,Limited Coast Marine Rescue,2026-04-20,2026-04-20,2027-05-04,1,Granted,9633953,,,,
1151789/1,1103909,1,107,Broadcasting,National Broadcasting,2025-10-22,2025-10-22,2026-11-30,1,Granted,10011650,,,,
115242/1,58075,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-14,2026-04-14,2027-04-14,1,Granted,9666163,,,,
115398/1,58075,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-14,2026-04-14,2027-04-14,1,Granted,9666177,,,,
1155350/1,1157000,1,108,Broadcasting,Commercial Radio,2023-03-03,2023-03-03,2028-04-01,1,Granted,10012079,,,1150016,
115604/1,20008300,3,302,Land Mobile,Ambulatory System,2026-08-28,2026-08-28,2027-09-10,1,Granted,9808636,,,,
115612/1,20008300,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-08-28,2026-08-28,2027-09-10,1,Granted,9808637,,,,
11567882/1,8129031,2,203,Fixed,Point to Point,2025-10-22,2025-10-22,2026-11-30,1,Granted,11567921,1130105_NBN_AP_46_140122,,,
11568247/1,8129031,2,203,Fixed,Point to Point,2025-10-22,2025-10-22,2026-11-30,1,Granted,11568743,1130105_NBN_AP_47_150122,,,
11568257/2,8129031,2,203,Fixed,Point to Point,2025-10-22,2025-10-22,2026-11-30,1,Granted,12153532,1138777_NB2_61_1_1_11568257var,,,
11568702/1,8129031,2,203,Fixed,Point to Point,2025-10-22,2025-10-22,2026-11-30,1,Granted,11568790,1130105_NBN_AP_48_160122,,,
11568703/1,8129031,2,203,Fixed,Point to Point,2025-10-22,2025-10-22,2026-11-30,1,Granted,11568791,1130105_NBN_AP_48_160122,,,
11570380/1,8129031,2,203,Fixed,Point to Point,2025-10-22,2025-10-22,2026-11-30,1,Granted,11570405,1130105_NBN_AP_52_180122,,,
11570690/1,8129031,2,203,Fixed,Point to Point,2025-10-22,2025-10-22,2026-11-30,1,Granted,11570840,1130105_NBN_AP_53_190122,,,
11571041/1,20003601,2,206,Fixed,Point to Point (Self Coordinated),2026-01-06,2026-01-06,2027-02-14,1,Granted,11571235,20025735_220014,,,
11573792/1,59938,5,501,Maritime Coast,Limited Coast Assigned System,2025-09-25,2025-09-25,2026-09-22,1,Granted,11574019,20038343_Maritime_GD1001,,,
11576073/1,20008537,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-24,2026-06-24,2027-07-15,1,Granted,11576103,20011258_RIC138_1,,,
11576074/1,20008537,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-24,2026-06-24,2027-07-15,1,Granted,11576104,20011258_RIC138_2,,,
11576075/1,20008537,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-24,2026-06-24,2027-07-15,1,Granted,11576105,20011258_RIC138_3,,,
1158252/1,1170617,1,108,Broadcasting,Commercial Radio,2024-09-16,2024-09-16,2029-10-03,1,Granted,10012301,,,10216,
1158284/1,88495,1,109,Broadcasting,Commercial Television,2026-07-02,2022-07-15,2027-10-03,1,Granted,10012315,,,115,
1158366/1,1133847,1,107,Broadcasting,National Broadcasting,2026-06-22,2026-06-22,2027-06-30,1,Granted,10012322,,,,
1158672/2,1143327,1,109,Broadcasting,Commercial Television,2025-03-03,2025-03-01,2026-10-17,1,Granted,12790181,,,113,
11588019/1,1401916,2,203,Fixed,Point to Point,2026-08-24,2026-08-24,2027-09-30,1,Granted,11590803,20016317_JSMFAC9098,,,
1158897/1,1170617,1,108,Broadcasting,Commercial Radio,2024-09-16,2024-09-16,2029-10-03,1,Granted,10012392,,,10216,
1159128/1,88495,1,109,Broadcasting,Commercial Television,2026-07-03,2022-07-15,2027-10-03,1,Granted,10012443,,,115,
1159130/1,1137920,1,107,Broadcasting,National Broadcasting,2025-10-22,2025-10-22,2026-11-30,1,Granted,10012444,,,,
1159136/1,1155726,1,109,Broadcasting,Commercial Television,2017-10-09,2021-10-09,2026-10-17,1,Granted,10012446,,,116,
1159341/1,1133847,1,107,Broadcasting,National Broadcasting,2026-06-22,2026-06-22,2027-06-30,1,Granted,10012504,,,,
1159678/1,1155726,1,109,Broadcasting,Commercial Television,2017-10-09,2021-10-09,2026-10-17,1,Granted,10012592,,,116,
1159682/1,1137920,1,107,Broadcasting,National Broadcasting,2025-10-22,2025-10-22,2026-11-30,1,Granted,10012596,,,,
1159723/2,1143327,1,109,Broadcasting,Commercial Television,2025-03-03,2025-03-01,2026-10-17,1,Granted,12790174,,,113,
1159726/2,1143327,1,109,Broadcasting,Commercial Television,2025-03-03,2025-03-01,2026-10-17,1,Granted,12790178,,,113,
1159751/1,88495,1,109,Broadcasting,Commercial Television,2026-07-02,2022-07-15,2027-10-03,1,Granted,10012662,,,115,
1159756/1,88495,1,109,Broadcasting,Commercial Television,2026-07-02,2022-07-15,2027-10-03,1,Granted,10012667,,,115,
1159806/1,1137920,1,107,Broadcasting,National Broadcasting,2025-10-22,2025-10-22,2026-11-30,1,Granted,10012717,,,,
1159871/1,1133847,1,107,Broadcasting,National Broadcasting,2026-06-22,2026-06-22,2027-06-30,1,Granted,10012782,,,,
1159887/1,88495,1,109,Broadcasting,Commercial Television,2026-07-02,2022-07-15,2027-10-03,1,Granted,10012798,,,115,
1159902/1,1133847,1,107,Broadcasting,National Broadcasting,2026-06-22,2026-06-22,2027-06-30,1,Granted,10012812,,,,
1160264/2,1143327,1,109,Broadcasting,Commercial Television,2025-03-03,2025-03-01,2026-10-17,1,Granted,12790209,,,113,
1160339/1,1137920,1,107,Broadcasting,National Broadcasting,2025-10-22,2025-10-22,2026-11-30,1,Granted,10013236,,,,
1160352/1,1155726,1,109,Broadcasting,Commercial Television,2017-10-09,2021-10-09,2026-10-17,1,Granted,10013249,,,116,
1160358/2,1143327,1,109,Broadcasting,Commercial Television,2025-03-03,2025-03-01,2026-10-17,1,Granted,12790199,,,113,
1160374/1,1155726,1,109,Broadcasting,Commercial Television,2017-10-09,2021-10-09,2026-10-17,1,Granted,10013271,,,116,
1160387/2,1143327,1,109,Broadcasting,Commercial Television,2025-03-03,2025-03-01,2026-10-17,1,Granted,12790222,,,113,
1160479/1,1155726,1,109,Broadcasting,Commercial Television,2017-10-09,2021-10-09,2026-10-17,1,Granted,10013373,,,116,
1160480/1,88495,1,109,Broadcasting,Commercial Television,2026-07-02,2022-07-15,2027-10-03,1,Granted,10013374,,,115,
1160484/1,1137920,1,107,Broadcasting,National Broadcasting,2025-10-22,2025-10-22,2026-11-30,1,Granted,10013378,,,,
1160496/1,1137920,1,107,Broadcasting,National Broadcasting,2025-10-22,2025-10-22,2026-11-30,1,Granted,10013390,,,,
1160500/1,1133847,1,107,Broadcasting,National Broadcasting,2026-06-22,2026-06-22,2027-06-30,1,Granted,10013393,,,,
1160502/1,1133847,1,107,Broadcasting,National Broadcasting,2026-06-22,2026-06-22,2027-06-30,1,Granted,10013395,,,,
11623726/1,8129031,2,203,Fixed,Point to Point,2026-04-22,2026-04-22,2027-05-31,1,Granted,11624273,1148302_App_Sub_008281,,,
11623727/1,8129031,2,203,Fixed,Point to Point,2026-04-22,2026-04-22,2027-05-31,1,Granted,11624274,1148302_App_Sub_008281,,,
11623728/1,8129031,2,203,Fixed,Point to Point,2026-04-22,2026-04-22,2027-05-31,1,Granted,11624275,1148302_App_Sub_008281,,,
11623729/1,8129031,2,203,Fixed,Point to Point,2026-04-22,2026-04-22,2027-05-31,1,Granted,11624276,1148302_App_Sub_008281,,,
11623730/1,8129031,2,203,Fixed,Point to Point,2026-04-22,2026-04-22,2027-05-31,1,Granted,11624277,1148302_App_Sub_008281,,,
11623731/1,8129031,2,203,Fixed,Point to Point,2026-04-22,2026-04-22,2027-05-31,1,Granted,11624278,1148302_App_Sub_008281,,,
11623732/1,8129031,2,203,Fixed,Point to Point,2026-04-22,2026-04-22,2027-05-31,1,Granted,11624279,1148302_App_Sub_008281,,,
11624346/1,8129031,2,203,Fixed,Point to Point,2025-10-22,2025-10-22,2026-11-30,1,Granted,11624507,1130105_NBN_AP_87_080322,,,
11624347/1,8129031,2,203,Fixed,Point to Point,2025-10-22,2025-10-22,2026-11-30,1,Granted,11624508,1130105_NBN_AP_87_080322,,,
11637122/2,20029474,2,203,Fixed,Point to Point,2026-05-28,2026-05-28,2027-03-31,1,Granted,12078928,20016317_JSMFAC9356,,,
11637417/1,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11637559,1130096_RD382E,,,
11637636/1,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11638412,1148302_App_Sub_008388,,,
11637637/1,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11638414,1148302_App_Sub_008388,,,
11637638/1,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11638415,1148302_App_Sub_008388,,,
11637639/1,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11638416,1148302_App_Sub_008388,,,
11637640/1,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11638417,1148302_App_Sub_008388,,,
11637641/1,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11638418,1148302_App_Sub_008388,,,
11637642/1,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11638419,1148302_App_Sub_008388,,,
11637643/1,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11638420,1148302_App_Sub_008388,,,
11637644/1,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11638421,1148302_App_Sub_008388,,,
11637645/1,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11638422,1148302_App_Sub_008388,,,
11637646/1,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11638423,1148302_App_Sub_008388,,,
11637647/1,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11638424,1148302_App_Sub_008388,,,
11637648/1,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11638425,1148302_App_Sub_008388,,,
11637649/2,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11672805,1148302_App_Sub_008625,,,
11637650/1,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11638427,1148302_App_Sub_008388,,,
11637651/1,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11638428,1148302_App_Sub_008388,,,
11637652/1,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11638429,1148302_App_Sub_008388,,,
11637653/1,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11638430,1148302_App_Sub_008388,,,
11637654/1,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11638431,1148302_App_Sub_008388,,,
11637655/2,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11672806,1148302_App_Sub_008625,,,
11637656/2,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11672807,1148302_App_Sub_008625,,,
11637657/2,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11672808,1148302_App_Sub_008625,,,
11637658/2,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11672809,1148302_App_Sub_008625,,,
11637659/2,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11672810,1148302_App_Sub_008625,,,
11637660/2,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11672811,1148302_App_Sub_008625,,,
11637661/1,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11638438,1148302_App_Sub_008388,,,
11638220/1,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11638447,1130096_RD382F,,,
11638224/1,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11638449,1130096_RD382G,,,
11638231/1,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11638507,1130096_RD382Ha,,,
11651328/1,1144688,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-06,2026-03-06,2027-04-05,1,Granted,11651476,20038343_LMS_RFC65,,,
11673942/1,20047873,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-11,2026-05-11,2027-05-08,1,Granted,11674106,20038343_LMS_GD1050_1,,,
11683120/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,11685115,1148302_App_Sub_008710,,,
11689983/1,84379,2,203,Fixed,Point to Point,2026-08-16,2026-08-16,2027-08-31,1,Granted,11690385,20016317_JSMFAC9656,,,
11690374/1,84379,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-08-16,2026-08-16,2027-08-31,1,Granted,11691583,20016317_JSMFAC9660,,,
11691494/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,11691625,20016317_JSMFAC9665,,,
11695123/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,11695623,20016317_JSMFAC9693,,,
11704823/1,20037316,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-29,2026-05-29,2027-06-11,1,Granted,11704925,20025735_220271_03_of_03,,,
1170638/1,1156969,1,110,Broadcasting,Community Broadcasting,2026-03-11,2026-03-11,2027-04-06,1,Granted,10013737,,,1150107,
11710794/2,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,12030677,1148302_App_Sub_010531,,,
11720242/1,455305,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-08,2026-01-08,2027-01-01,1,Granted,11720557,20025735_220180_02_of_04,,,
11720517/2,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,12634060,20056206_App_Sub_012757,,,
11720518/2,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,12634061,20056206_App_Sub_012757,,,
11732860/1,20008537,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-24,2026-06-24,2027-07-15,1,Granted,11733927,20011258_RIC144,,,
11743907/1,435100,18,181,Radiodetermination,Radiodetermination,2025-09-12,2025-09-12,2026-09-23,1,Granted,11744245,1142972_BOM-DarlingDowns-S-Radar,,,
11747557/1,20013683,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-30,2026-07-30,2026-11-05,1,Granted,11750638,20025735_220350_01_of_02_resub,,,
11747558/1,20013683,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-30,2026-07-30,2026-11-05,1,Granted,11750639,20025735_220350_02_of_02_resub,,,
11747576/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,11749019,1148302_App_Sub_009167,,,
11747577/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,11749020,1148302_App_Sub_009167,,,
11747621/1,555861,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-28,2025-11-28,2026-11-30,1,Granted,11749033,20038343_LMS_PC618_8,,,
11752463/1,20039815,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-20,2026-02-20,2027-03-23,1,Granted,11752887,20038343_LMS_RCS432,,,
11752992/1,20039815,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-20,2026-02-20,2027-03-23,1,Granted,11753248,20038343_LMS_RCS433_1,,,
11752993/1,20039815,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-20,2026-02-20,2027-03-23,1,Granted,11753249,20038343_LMS_RCS433_2,,,
11752994/1,20039815,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-20,2026-02-20,2027-03-23,1,Granted,11753250,20038343_LMS_RCS433_3,,,
11766117/1,20013966,1,105,Broadcasting,Narrowcasting Service (LPON),2026-06-16,2026-06-16,2027-07-01,1,Granted,11766912,,,,
11772323/2,8129031,2,203,Fixed,Point to Point,2026-04-22,2026-04-22,2027-05-31,1,Granted,11790575,20006728_NBN_ptpt_4TUL_VAR1_160922,,,
11772325/2,8129031,2,203,Fixed,Point to Point,2026-04-22,2026-04-22,2027-05-31,1,Granted,11790576,20006728_NBN_ptpt_4TUL_VAR2_160922,,,
11775094/1,8129031,2,203,Fixed,Point to Point,2026-04-22,2026-04-22,2027-05-31,1,Granted,11775888,20006728_NBN_ptpt_4BIL_120922,,,
11775095/1,8129031,2,203,Fixed,Point to Point,2026-04-22,2026-04-22,2027-05-31,1,Granted,11775889,20006728_NBN_ptpt_4BIL_120922,,,
11775096/1,8129031,2,203,Fixed,Point to Point,2026-04-22,2026-04-22,2027-05-31,1,Granted,11775890,20006728_NBN_ptpt_4BIL_120922,,,
11775097/2,8129031,2,203,Fixed,Point to Point,2026-04-22,2026-04-22,2027-05-31,1,Granted,11793014,20006728_NBN_ptpt_4BIL_VAR6_041022,,,
11775098/1,8129031,2,203,Fixed,Point to Point,2026-04-22,2026-04-22,2027-05-31,1,Granted,11775892,20006728_NBN_ptpt_4BIL_120922,,,
11781235/1,20017363,2,203,Fixed,Point to Point,2026-08-11,2026-08-11,2027-09-19,1,Granted,11782455,20029601_APP_OP-00562,,,
11781265/1,20017363,2,203,Fixed,Point to Point,2026-08-11,2026-08-11,2027-09-19,1,Granted,11782456,20029601_APP_OP-00562-00563,,,
11781267/1,20017363,2,203,Fixed,Point to Point,2026-08-11,2026-08-11,2027-09-19,1,Granted,11782457,20029601_APP_OP-00562-00563,,,
11791083/1,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11791163,20038343_LMS_RCS439_2,,,
11797095/1,84379,2,203,Fixed,Point to Point,2026-08-16,2026-08-16,2027-08-31,1,Granted,11799422,20016317_JSMFAC10239,,,
11799709/1,84379,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-08-16,2026-08-16,2027-08-31,1,Granted,11799762,20016317_JSMFAC10254,,,
1180141/1,455305,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-30,2026-06-30,2027-01-01,1,Granted,9694583,,,,
11814247/1,1144435,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-19,2026-03-19,2027-03-17,1,Granted,11815654,20011258_GD1126_1,,,
11814269/1,1144435,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-19,2026-03-19,2027-03-17,1,Granted,11815655,20011258_GD1126_2,,,
11815663/1,1144435,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-19,2026-03-19,2027-03-17,1,Granted,11815962,20011258_GD1126_8,,,
1181783/1,79946,2,203,Fixed,Point to Point,2026-05-11,2026-05-11,2027-05-30,1,Granted,9686636,,,,
11818445/1,1144723,2,203,Fixed,Point to Point,2025-11-19,2025-11-19,2026-10-22,1,Granted,11819443,1148302_App_Sub_009457,,,
11818446/2,1144723,2,203,Fixed,Point to Point,2025-11-19,2025-11-19,2026-10-22,1,Granted,11935928,1148302_App_Sub_009950,,,
11818448/1,1144723,2,203,Fixed,Point to Point,2025-11-19,2025-11-19,2026-10-22,1,Granted,11819446,1148302_App_Sub_009457,,,
11818449/1,1144723,2,203,Fixed,Point to Point,2025-11-19,2025-11-19,2026-10-22,1,Granted,11819447,1148302_App_Sub_009457,,,
11818450/1,1144723,2,203,Fixed,Point to Point,2025-11-19,2025-11-19,2026-10-22,1,Granted,11819448,1148302_App_Sub_009457,,,
11818454/1,1144723,2,203,Fixed,Point to Point,2025-11-19,2025-11-19,2026-10-22,1,Granted,11819451,1148302_App_Sub_009457,,,
11818455/1,1144723,2,203,Fixed,Point to Point,2025-11-19,2025-11-19,2026-10-22,1,Granted,11819452,1148302_App_Sub_009457,,,
1181927/1,1140545,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-08-03,2026-08-03,2027-08-07,1,Granted,9695228,,,,
1181929/1,1140545,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-08-03,2026-08-03,2027-08-07,1,Granted,9695230,,,,
1181981/1,1140545,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-08-03,2026-08-03,2027-08-09,1,Granted,9695259,,,,
