LICENCE_NO,CLIENT_NO,SV_ID,SS_ID,LICENCE_TYPE_NAME,LICENCE_CATEGORY_NAME,DATE_ISSUED,DATE_OF_EFFECT,DATE_OF_EXPIRY,STATUS,STATUS_TEXT,AP_ID,AP_PRJ_IDENT,SHIP_NAME,BSL_NO,AWL_TYPE
1956110/1,20015744,5,501,Maritime Coast,Limited Coast Assigned System,2026-03-05,2026-03-05,2027-03-19,1,Granted,9646573,,,,
1956111/1,20015744,5,501,Maritime Coast,Limited Coast Assigned System,2026-03-05,2026-03-05,2027-03-19,1,Granted,9646574,,,,
1956112/1,20015744,5,501,Maritime Coast,Limited Coast Assigned System,2026-03-05,2026-03-05,2027-03-19,1,Granted,9646575,,,,
1956113/1,20015744,5,501,Maritime Coast,Limited Coast Assigned System,2026-03-05,2026-03-05,2027-03-19,1,Granted,9646576,,,,
1956114/1,20015744,5,501,Maritime Coast,Limited Coast Assigned System,2026-03-05,2026-03-05,2027-03-19,1,Granted,9646577,,,,
1956115/1,20015744,5,501,Maritime Coast,Limited Coast Assigned System,2026-03-05,2026-03-05,2027-03-19,1,Granted,9646578,,,,
1956722/1,20015744,5,501,Maritime Coast,Limited Coast Assigned System,2026-03-05,2026-03-05,2027-03-19,1,Granted,9646598,,,,
1956723/1,20015744,5,501,Maritime Coast,Limited Coast Assigned System,2026-03-05,2026-03-05,2027-03-19,1,Granted,9646599,,,,
1956724/1,20015744,5,501,Maritime Coast,Limited Coast Assigned System,2026-03-05,2026-03-05,2027-03-19,1,Granted,9646600,,,,
1957721/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9646630,,,,
1957722/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9646631,,,,
1957749/1,1144303,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-04,2026-03-04,2027-04-13,1,Granted,9778284,,,,
1958004/1,105056,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-24,2026-02-24,2027-01-15,1,Granted,9778354,,,,
1958413/2,20060946,5,501,Maritime Coast,Limited Coast Assigned System,2025-08-31,2025-08-31,2026-10-10,1,Granted,9849041,,,,
1958414/2,20060946,5,501,Maritime Coast,Limited Coast Assigned System,2025-08-31,2025-08-31,2026-10-10,1,Granted,9849042,,,,
1958702/8,8129031,2,203,Fixed,Point to Point,2026-04-22,2026-04-22,2027-05-31,1,Granted,12308210,20056206_App_Sub_012121,,,
1958703/7,8129031,2,203,Fixed,Point to Point,2026-04-22,2026-04-22,2027-05-31,1,Granted,12308211,20056206_App_Sub_012121,,,
1959189/1,210019,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-03,2026-02-03,2027-03-15,1,Granted,9778646,,,,
1959190/1,210019,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-03,2026-02-03,2027-03-15,1,Granted,9778647,,,,
1959191/1,210019,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-03,2026-02-03,2027-03-15,1,Granted,9778648,,,,
1959572/1,5832,3,307,Land Mobile,Paging System - Exterior,2026-05-20,2026-05-20,2027-06-29,1,Granted,9778762,,,,
1959584/1,20004872,3,307,Land Mobile,Paging System - Exterior,2026-04-24,2026-04-24,2027-04-30,1,Granted,9778772,,,,
1959585/1,20004872,3,307,Land Mobile,Paging System - Exterior,2026-04-24,2026-04-24,2027-04-30,1,Granted,9778773,,,,
1959791/2,46260,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-17,2026-02-17,2027-03-29,1,Granted,11480330,20016317_JSMFAC9000,,,
1959934/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,9735779,,,,
1959951/1,1144303,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-04,2026-03-04,2027-04-13,1,Granted,9778869,,,,
1959953/2,1144303,2,203,Fixed,Point to Point,2026-03-04,2026-03-04,2027-04-13,1,Granted,10259334,,,,
1959966/1,5832,3,307,Land Mobile,Paging System - Exterior,2026-05-20,2026-05-20,2027-06-29,1,Granted,9778875,,,,
1959967/1,5832,3,307,Land Mobile,Paging System - Exterior,2026-05-20,2026-05-20,2027-06-29,1,Granted,9778876,,,,
1960094/1,1137920,1,107,Broadcasting,National Broadcasting,2025-10-22,2025-10-22,2026-11-30,1,Granted,10016406,,,,
1960406/1,5832,2,203,Fixed,Point to Point,2026-05-20,2026-05-20,2027-06-29,1,Granted,9735973,,,,
1960407/1,5832,2,203,Fixed,Point to Point,2026-05-20,2026-05-20,2027-06-29,1,Granted,9735975,,,,
1960408/1,5832,2,203,Fixed,Point to Point,2026-05-20,2026-05-20,2027-06-29,1,Granted,9735977,,,,
1960409/1,5832,2,203,Fixed,Point to Point,2026-05-20,2026-05-20,2027-06-29,1,Granted,9735979,,,,
1960410/1,5832,2,203,Fixed,Point to Point,2026-05-20,2026-05-20,2027-06-29,1,Granted,9735981,,,,
1960782/2,20029474,2,203,Fixed,Point to Point,2026-05-28,2026-05-28,2027-03-26,1,Granted,12078902,,,,
1960899/1,115634,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-24,2026-04-24,2027-04-15,1,Granted,9779142,,,,
1961253/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,9736470,,,,
1961254/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,9736472,,,,
1961255/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,9736474,,,,
1961258/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,9736481,,,,
1961259/2,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,10952951,20016317_JSMFAC6713,,,
1961260/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,9736485,,,,
1961263/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,9736494,,,,
1961266/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,9736501,,,,
1961267/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,9736503,,,,
1961360/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9736571,,,,
1961361/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9736573,,,,
1961362/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9736575,,,,
1961363/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9736577,,,,
1961420/1,484891,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-16,2026-03-16,2027-03-20,1,Granted,9779298,,,,
1961421/1,484891,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-16,2026-03-16,2027-03-20,1,Granted,9779299,,,,
1961422/1,484891,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-16,2026-03-16,2027-03-20,1,Granted,9779300,,,,
1961423/1,484891,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-16,2026-03-16,2027-03-20,1,Granted,9779301,,,,
1961652/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9736714,,,,
1961891/2,20005946,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-24,2026-06-24,2027-07-19,1,Granted,10547781,20025735_180603,,,
1962381/1,401054,8,800,Aeronautical,Aeronautical Assigned System,2026-06-19,2026-06-19,2027-06-30,1,Granted,9766995,,,,
1962422/2,20062681,2,203,Fixed,Point to Point,2026-06-21,2026-06-21,2027-07-31,1,Granted,12884129,,,,
1962605/2,34383,2,203,Fixed,Point to Point,2026-05-08,2026-05-08,2027-06-14,1,Granted,12184142,20016317_JSMFAC11862,,,
1962606/4,34383,2,203,Fixed,Point to Point,2026-05-08,2026-05-08,2027-06-14,1,Granted,12079490,20016317_JSMFAC11428,,,
1962835/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9737217,,,,
1962836/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9737219,,,,
1962838/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9737223,,,,
1962839/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9737225,,,,
1962840/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9737226,,,,
1963233/2,20031759,1,104,Broadcasting,Narrowband Area Service station(s),2026-05-28,2026-05-28,2026-08-31,1,Granted,10259417,,,,
1963236/1,521072,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9863085,,,,
1963237/2,521072,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,10141813,1143026_QES464_4-4,,,
19639/1,9997,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-10-01,2025-10-01,2026-10-08,1,Granted,9844173,,,,
1964007/1,1133847,1,107,Broadcasting,National Broadcasting,2026-06-22,2026-06-22,2027-06-30,1,Granted,10016603,,,,
1964026/1,115634,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-24,2026-04-24,2027-04-15,1,Granted,9780099,,,,
1964032/1,115634,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-24,2026-04-24,2027-04-15,1,Granted,9780103,,,,
1964435/1,115634,2,203,Fixed,Point to Point,2026-04-24,2026-04-24,2027-04-15,1,Granted,9738002,,,,
1964497/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9647315,,,,
1964500/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9647323,,,,
1964504/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9647332,,,,
1964505/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9647335,,,,
1964506/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9647337,,,,
1964507/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9647340,,,,
1964508/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9647343,,,,
1964510/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9647345,,,,
1964511/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9647346,,,,
1964514/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9647347,,,,
1964536/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9647353,,,,
1964539/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9647362,,,,
1964541/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9647383,,,,
1964544/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9647388,,,,
1964546/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9647391,,,,
1964547/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9647394,,,,
1964558/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9647397,,,,
1964559/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9647399,,,,
1964560/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9647401,,,,
1964631/1,8699,3,307,Land Mobile,Paging System - Exterior,2026-06-22,2026-06-22,2027-06-27,1,Granted,9780350,,,,
1964754/1,55679,2,200,Fixed,Point to Multipoint,2026-01-29,2026-01-29,2027-02-25,1,Granted,9738143,,,,
1965056/1,20011154,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-03,2026-06-03,2027-06-24,1,Granted,9780512,,,,
1965057/1,20011154,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-03,2026-06-03,2027-06-24,1,Granted,9780513,,,,
1965058/1,20011154,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-03,2026-06-03,2027-06-24,1,Granted,9780514,,,,
1965059/1,20011154,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-03,2026-06-03,2027-06-24,1,Granted,9780515,,,,
1965060/1,20011154,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-03,2026-06-03,2027-06-24,1,Granted,9780516,,,,
1965197/1,210019,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-03,2026-02-03,2027-03-15,1,Granted,9780557,,,,
1965207/1,210019,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-03,2026-02-03,2027-03-15,1,Granted,9780565,,,,
1965208/1,210019,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-03,2026-02-03,2027-03-15,1,Granted,9780566,,,,
1965234/1,1300578,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-13,2026-01-13,2028-02-22,1,Granted,9780587,,,,
1965851/1,1401916,2,203,Fixed,Point to Point,2025-08-21,2025-08-21,2026-09-30,1,Granted,9807366,,,,
1965899/1,20011154,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-03,2026-06-03,2027-06-24,1,Granted,9780847,,,,
1965900/1,20011154,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-03,2026-06-03,2027-06-24,1,Granted,9780848,,,,
1965901/1,20011154,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-03,2026-06-03,2027-06-24,1,Granted,9780849,,,,
1965911/1,20011154,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-03,2026-06-03,2027-06-24,1,Granted,9780859,,,,
1965912/1,20011154,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-03,2026-06-03,2027-06-24,1,Granted,9780860,,,,
1965913/1,20011154,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-03,2026-06-03,2027-06-24,1,Granted,9780861,,,,
1965922/1,20011154,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-03,2026-06-03,2027-06-24,1,Granted,9780870,,,,
1965923/1,20011154,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-03,2026-06-03,2027-06-24,1,Granted,9780871,,,,
1965924/1,20011154,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-03,2026-06-03,2027-06-24,1,Granted,9780872,,,,
1965942/1,20011154,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-03,2026-06-03,2027-06-24,1,Granted,9780890,,,,
1965943/1,20011154,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-03,2026-06-03,2027-06-24,1,Granted,9780891,,,,
1965944/1,20011154,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-03,2026-06-03,2027-06-24,1,Granted,9780892,,,,
1965945/1,20011154,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-03,2026-06-03,2027-06-24,1,Granted,9780893,,,,
1965946/1,20011154,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-03,2026-06-03,2027-06-24,1,Granted,9780894,,,,
1965947/1,20011154,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-03,2026-06-03,2027-06-24,1,Granted,9780895,,,,
1965948/1,20011154,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-03,2026-06-03,2027-06-24,1,Granted,9780896,,,,
1965960/1,20053837,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-05,2026-02-05,2027-02-15,1,Granted,9780907,,,,
1965961/1,20053837,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-05,2026-02-05,2027-02-15,1,Granted,9780908,,,,
1966183/2,58075,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-14,2026-04-14,2027-04-14,1,Granted,9993396,,,,
1966604/1,1145238,3,304,Land Mobile,Land Mobile System - > 30MHz,2022-07-02,2022-07-02,2026-07-25,1,Granted,9781159,,,,
1967072/1,1401916,2,203,Fixed,Point to Point,2025-08-21,2025-08-21,2026-09-30,1,Granted,9807367,,,,
1967290/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,9647590,,,,
1967306/1,1424960,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-14,2025-08-14,2026-08-15,1,Granted,9781435,,,,
1967745/1,1448525,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-15,2025-08-15,2026-09-12,1,Granted,9817537,,,,
1967746/1,1448525,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-15,2025-08-15,2026-09-12,1,Granted,9817538,,,,
1967747/1,1448525,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-15,2025-08-15,2026-09-12,1,Granted,9817539,,,,
1967748/1,1448525,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-15,2025-08-15,2026-09-12,1,Granted,9817540,,,,
1967749/1,1448525,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-15,2025-08-15,2026-09-12,1,Granted,9817541,,,,
1967750/1,1448525,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-15,2025-08-15,2026-09-12,1,Granted,9817542,,,,
1967751/1,1448525,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-15,2025-08-15,2026-09-12,1,Granted,9817543,,,,
1967752/1,1448525,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-15,2025-08-15,2026-09-12,1,Granted,9817544,,,,
1967753/1,1448525,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-15,2025-08-15,2026-09-12,1,Granted,9817545,,,,
1967754/1,1448525,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-15,2025-08-15,2026-09-12,1,Granted,9817546,,,,
1967755/1,1448525,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-15,2025-08-15,2026-09-12,1,Granted,9817547,,,,
1967756/1,1448525,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-15,2025-08-15,2026-09-12,1,Granted,9817548,,,,
1967757/1,1448525,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-15,2025-08-15,2026-09-12,1,Granted,9817549,,,,
1967758/1,1448525,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-15,2025-08-15,2026-09-12,1,Granted,9817550,,,,
1967759/1,1448525,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-15,2025-08-15,2026-09-12,1,Granted,9817551,,,,
1967957/1,71963,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-18,2025-08-18,2026-08-24,1,Granted,9856542,,,,
1968703/2,20065019,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-11,2025-09-11,2026-09-30,1,Granted,12880336,,,,
1968726/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9781949,,,,
1968727/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9781950,,,,
1968728/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-28,2026-01-28,2027-02-01,1,Granted,9781951,,,,
1968729/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9781952,,,,
1968730/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9781953,,,,
1968731/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9781954,,,,
1968732/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9781955,,,,
1968733/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9781956,,,,
1968734/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9781957,,,,
1968735/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9781958,,,,
1968736/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293722,1148302_App_Sub_007163,,,
1968737/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293723,1148302_App_Sub_007163,,,
1968738/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293724,1148302_App_Sub_007163,,,
1968739/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293725,1148302_App_Sub_007163,,,
1968740/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293726,1148302_App_Sub_007163,,,
1968741/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293727,1148302_App_Sub_007163,,,
1968742/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293728,1148302_App_Sub_007163,,,
1968743/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-28,2026-01-28,2027-02-01,1,Granted,11293729,1148302_App_Sub_007163,,,
1968886/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9740115,,,,
1968891/2,8129031,2,203,Fixed,Point to Point,2026-04-23,2026-04-22,2027-05-31,1,Granted,10678813,1148302_App_Sub_001797,,,
1968892/2,8129031,2,203,Fixed,Point to Point,2026-04-23,2026-04-22,2027-05-31,1,Granted,10678814,1148302_App_Sub_001797,,,
1969606/1,48609,3,308,Land Mobile,Paging System - Interior,2025-09-04,2025-09-04,2026-09-08,1,Granted,9812175,,,,
1969961/1,1144665,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-06-25,2025-06-25,2026-06-30,10,Expired,9782342,,,,
1969962/1,1144665,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-06-25,2025-06-25,2026-06-30,10,Expired,9782343,,,,
1970012/1,484891,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-05,2026-01-05,2027-01-09,1,Granted,9782364,,,,
1970331/1,62687,3,303,Land Mobile,CBRS Repeater,2026-01-13,2026-01-13,2027-09-07,1,Granted,9782481,,,,
1970534/1,20012824,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-17,2025-11-17,2026-11-26,1,Granted,9782558,,,,
1970987/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9741017,,,,
1971315/2,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,10070564,1148302_002013,,,
1971907/1,85149,2,203,Fixed,Point to Point,2026-01-27,2026-01-27,2027-02-01,1,Granted,9741499,,,,
1972474/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9741822,,,,
1972508/1,210019,2,204,Fixed,Point to Point (5.8GHz) Band,2026-02-03,2026-02-03,2027-03-15,1,Granted,9741834,,,,
1972580/1,20013683,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-30,2026-04-30,2026-08-05,1,Granted,9783217,,,,
1972581/1,20013683,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-30,2026-04-30,2026-08-05,1,Granted,9783218,,,,
1972582/1,20013683,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-30,2026-04-30,2026-08-05,1,Granted,9783219,,,,
1972676/1,1140609,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-26,1,Granted,9783252,,,,
1972677/1,1140609,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-26,1,Granted,9783253,,,,
